distance_km,restaurant_rating,weather,time_of_day,delivery_speed_kmph,active_orders_queue,restaurant_prep_time_min,traffic_level,area_type,delivery_time_minutes
14.61,3.6,sunny,off-peak,37.58,4,9,medium,urban,41
7.53,2.9,rainy,off-peak,11.66,6,28,medium,urban,84
8.98,3.9,sunny,peak,15.94,5,33,high,suburban,79
11.31,4.6,sunny,peak,36.63,5,33,high,urban,64
5.12,3.4,sunny,off-peak,25.68,13,13,medium,urban,47
3.79,2.5,sunny,peak,15.57,16,24,medium,urban,66
14.49,4.0,sunny,off-peak,22.3,4,10,low,suburban,56
6.77,4.7,sunny,off-peak,12.46,1,22,medium,urban,59
0.52,4.5,cloudy,peak,10.4,18,35,low,urban,68
12.65,4.1,rainy,off-peak,11.52,11,36,high,suburban,128
9.2,4.4,sunny,peak,24.45,10,39,high,urban,82
2.94,3.3,sunny,off-peak,30.56,4,38,medium,suburban,53
0.94,3.7,rainy,off-peak,33.87,4,31,high,urban,49
4.73,3.5,cloudy,off-peak,15.25,12,25,high,urban,69
13.95,2.6,sunny,peak,17.32,14,39,high,urban,113
14.04,3.1,sunny,off-peak,12.55,0,25,medium,suburban,95
5.01,3.7,cloudy,peak,14.91,4,12,medium,urban,43
12.62,4.1,sunny,off-peak,15.92,5,23,medium,rural,81
6.91,2.5,cloudy,peak,39.69,12,34,medium,suburban,67
9.99,4.8,sunny,peak,39.79,10,22,medium,urban,55
5.35,4.0,cloudy,peak,11.99,17,13,high,urban,72
7.98,4.6,sunny,off-peak,28.35,1,24,low,urban,43
4.76,3.0,rainy,peak,11.98,5,19,high,urban,60
1.39,4.1,sunny,peak,27.18,0,8,low,urban,12
2.52,2.7,sunny,off-peak,16.54,11,30,high,urban,61
4.71,3.6,sunny,off-peak,28.61,13,23,medium,urban,55
14.66,4.2,rainy,off-peak,30.95,15,25,low,urban,82
14.5,4.2,sunny,peak,20.78,4,10,low,urban,59
12.5,3.1,cloudy,off-peak,29.91,13,11,medium,rural,61
3.87,2.8,sunny,off-peak,17.44,16,23,low,suburban,61
6.9,3.4,cloudy,off-peak,10.1,2,31,medium,urban,80
6.88,4.0,sunny,off-peak,20.48,7,13,high,suburban,49
6.11,2.7,sunny,peak,30.63,8,24,high,urban,53
1.15,4.6,cloudy,off-peak,38.58,5,13,low,suburban,25
8.25,3.8,sunny,peak,19.84,7,38,medium,urban,76
1.56,4.6,sunny,off-peak,30.61,5,21,medium,urban,35
12.13,4.1,sunny,off-peak,22.25,4,26,medium,suburban,68
10.52,4.9,sunny,peak,30.8,0,39,low,suburban,60
5.61,3.7,cloudy,off-peak,23.76,15,10,low,urban,50
9.88,4.3,sunny,off-peak,35.77,13,19,high,urban,60
3.88,3.7,cloudy,peak,24.98,9,36,high,urban,66
4.35,2.9,sunny,peak,28.09,18,5,medium,suburban,44
5.05,2.7,cloudy,off-peak,26.5,4,26,low,rural,46
12.06,3.1,sunny,peak,11.14,5,31,low,suburban,104
3.56,3.9,sunny,off-peak,18.51,12,32,high,suburban,67
8.66,4.6,cloudy,off-peak,35.35,18,6,medium,urban,53
3.41,2.9,rainy,off-peak,26.42,15,6,medium,rural,44
4.63,4.8,rainy,peak,11.75,14,5,medium,urban,58
3.91,3.7,sunny,off-peak,12.61,8,10,high,urban,46
9.85,3.8,sunny,peak,31.34,2,27,medium,urban,52
8.14,2.6,cloudy,off-peak,31.23,7,26,medium,suburban,57
10.96,4.9,sunny,peak,30.32,15,35,medium,urban,82
3.69,2.7,cloudy,peak,16.88,14,10,low,urban,47
0.63,3.2,rainy,peak,11.36,8,14,high,urban,39
10.37,4.1,sunny,off-peak,11.5,6,6,medium,urban,72
2.17,4.1,sunny,off-peak,25.29,11,7,medium,rural,32
4.07,3.6,cloudy,off-peak,38.97,3,36,medium,urban,52
4.93,4.7,cloudy,peak,18.66,18,23,low,suburban,69
11.33,3.3,sunny,peak,36.6,8,37,medium,urban,71
9.58,2.9,sunny,off-peak,30.98,18,32,medium,suburban,81
3.17,2.6,sunny,off-peak,24.88,1,25,medium,suburban,37
9.17,2.8,cloudy,peak,28.01,11,14,high,suburban,57
10.77,4.9,sunny,off-peak,17.97,19,36,low,urban,101
6.14,3.3,cloudy,peak,15.26,0,13,medium,urban,42
4.07,4.1,rainy,off-peak,14.95,12,9,low,urban,49
10.35,4.9,sunny,off-peak,21.58,9,24,medium,urban,69
9.36,4.7,rainy,off-peak,33.58,6,27,medium,suburban,61
1.63,3.8,rainy,off-peak,36.7,0,35,high,urban,48
10.17,2.7,rainy,off-peak,10.56,4,7,low,suburban,77
7.58,4.3,cloudy,off-peak,22.95,6,16,medium,suburban,50
11.42,2.8,sunny,off-peak,11.0,18,36,low,urban,126
3.27,2.9,sunny,off-peak,38.69,18,9,high,rural,46
4.24,4.7,sunny,off-peak,11.75,10,39,medium,urban,79
8.38,4.2,rainy,peak,35.45,8,25,high,urban,61
7.49,4.8,cloudy,off-peak,13.86,1,31,low,urban,68
6.1,4.9,sunny,peak,38.35,9,34,low,urban,58
11.32,3.7,cloudy,peak,17.84,10,29,medium,urban,87
8.69,4.2,cloudy,off-peak,16.99,12,17,medium,urban,71
10.8,4.1,cloudy,off-peak,38.54,6,29,high,urban,62
2.72,2.8,cloudy,peak,20.44,18,32,high,urban,74
11.07,4.0,sunny,off-peak,28.65,11,18,low,rural,59
7.19,2.8,sunny,off-peak,25.93,4,33,high,urban,61
0.99,4.6,cloudy,off-peak,26.3,6,32,medium,suburban,48
3.9,4.8,sunny,peak,37.5,11,23,medium,urban,49
0.87,3.5,sunny,off-peak,38.97,18,14,medium,urban,45
7.12,4.2,cloudy,peak,35.63,3,31,low,suburban,50
5.23,4.2,sunny,off-peak,19.49,14,9,medium,urban,49
14.82,2.6,sunny,peak,18.65,11,17,low,suburban,82
13.09,2.9,sunny,peak,16.69,4,39,high,urban,97
12.47,4.7,cloudy,peak,15.8,17,16,low,urban,92
7.77,3.0,sunny,peak,10.84,19,6,medium,urban,81
12.2,4.4,sunny,off-peak,22.58,15,26,low,suburban,82
4.37,4.0,sunny,peak,23.46,6,27,low,suburban,48
8.63,4.3,cloudy,peak,27.62,18,7,low,urban,56
6.2,2.9,sunny,peak,20.9,11,13,medium,urban,50
2.98,4.5,sunny,peak,29.44,16,31,low,rural,62
1.55,3.4,rainy,peak,14.99,4,13,medium,urban,33
8.59,5.0,sunny,peak,28.22,18,37,low,suburban,83
1.92,3.6,rainy,off-peak,24.37,9,5,medium,suburban,31
10.91,3.3,rainy,peak,18.0,7,19,low,urban,72
13.86,2.9,rainy,off-peak,11.94,10,12,high,urban,107
2.85,2.7,sunny,peak,29.82,7,19,low,suburban,36
7.33,4.7,rainy,peak,15.13,12,33,medium,suburban,88
11.21,2.8,sunny,peak,14.24,4,20,low,urban,74
4.66,4.7,sunny,off-peak,38.78,5,34,medium,urban,52
13.85,3.9,sunny,peak,34.89,1,33,high,rural,63
13.38,4.2,cloudy,peak,12.35,11,16,medium,suburban,103
2.0,4.5,cloudy,peak,11.82,5,30,high,suburban,55
0.9,3.9,rainy,off-peak,14.66,7,37,medium,urban,59
14.66,3.7,sunny,peak,24.5,6,25,medium,rural,73
14.37,4.5,sunny,peak,17.15,14,36,medium,urban,110
6.62,3.5,sunny,off-peak,11.14,4,12,medium,urban,57
1.23,2.7,sunny,peak,22.48,18,8,low,suburban,39
9.47,4.1,sunny,peak,28.94,0,9,medium,urban,32
4.75,2.6,sunny,peak,31.83,14,39,low,urban,70
14.08,4.0,sunny,peak,31.06,5,25,medium,urban,63
12.02,3.8,sunny,off-peak,38.6,10,31,high,urban,70
9.92,3.3,sunny,peak,24.53,0,32,low,suburban,57
4.63,3.4,sunny,off-peak,12.74,15,10,high,urban,59
10.67,3.6,cloudy,off-peak,19.6,18,5,medium,urban,70
4.69,3.7,sunny,peak,36.38,19,25,low,suburban,62
1.05,3.6,sunny,off-peak,28.12,0,38,medium,urban,43
7.87,3.5,sunny,off-peak,30.96,10,29,medium,urban,62
7.59,3.3,rainy,peak,20.84,4,10,low,rural,44
11.56,4.1,sunny,peak,29.45,13,16,high,suburban,64
13.05,3.5,sunny,off-peak,21.99,0,8,medium,urban,47
5.64,3.3,sunny,off-peak,23.05,10,33,medium,urban,66
7.02,4.8,sunny,peak,26.53,14,35,medium,urban,75
7.32,3.0,sunny,off-peak,28.97,11,22,medium,urban,57
5.2,2.9,rainy,peak,31.84,16,10,medium,urban,52
11.28,4.4,sunny,peak,39.17,11,38,medium,suburban,75
8.07,2.8,sunny,off-peak,13.37,15,33,low,rural,93
13.75,3.2,sunny,peak,14.33,11,5,high,suburban,84
9.93,3.4,rainy,peak,15.78,9,10,high,urban,71
3.57,3.2,sunny,off-peak,37.25,11,8,low,suburban,31
2.89,4.3,cloudy,peak,19.14,19,27,low,urban,68
5.9,3.0,rainy,peak,19.11,19,24,high,urban,81
5.53,4.2,sunny,peak,36.52,7,22,medium,urban,45
6.4,3.2,rainy,peak,35.73,4,12,low,suburban,35
3.16,4.6,rainy,peak,20.42,19,13,high,suburban,61
14.68,4.7,sunny,peak,26.14,9,18,low,suburban,66
2.61,3.2,sunny,off-peak,31.39,3,28,high,urban,42
9.96,4.0,cloudy,peak,10.94,13,6,medium,suburban,85
0.69,4.5,cloudy,peak,27.84,15,24,low,urban,51
6.4,2.7,sunny,off-peak,16.01,19,37,medium,suburban,92
4.98,3.9,sunny,off-peak,39.5,12,30,high,urban,61
6.04,4.9,sunny,peak,35.36,12,32,low,suburban,61
7.72,3.4,sunny,peak,26.01,17,13,low,suburban,57
9.21,4.3,sunny,peak,12.75,7,24,low,urban,79
8.96,4.5,rainy,peak,29.91,2,22,low,urban,49
9.65,4.4,cloudy,off-peak,28.26,3,9,low,urban,37
12.75,4.9,sunny,peak,38.63,9,22,low,urban,56
13.36,4.4,sunny,peak,22.29,1,20,high,suburban,62
11.19,4.8,sunny,peak,28.71,5,21,medium,urban,55
1.64,3.1,cloudy,off-peak,23.28,13,26,low,rural,53
14.44,4.0,sunny,off-peak,25.94,8,18,high,urban,68
14.24,3.4,sunny,peak,12.54,9,29,medium,urban,114
10.82,4.3,sunny,off-peak,24.62,5,8,low,urban,43
8.0,2.9,sunny,off-peak,31.8,17,8,medium,urban,52
4.13,2.9,sunny,off-peak,21.97,19,30,medium,urban,73
11.47,2.8,cloudy,peak,22.78,0,14,low,suburban,47
13.23,3.2,rainy,peak,36.69,18,38,medium,urban,95
10.15,3.0,sunny,off-peak,36.19,0,33,medium,suburban,53
9.62,4.4,rainy,peak,17.91,14,22,high,urban,85
3.3,4.0,sunny,peak,10.18,15,14,medium,urban,59
5.69,3.4,sunny,off-peak,15.43,0,5,high,urban,32
10.99,3.0,cloudy,off-peak,35.34,10,39,high,suburban,80
0.75,4.5,sunny,off-peak,22.66,10,7,low,urban,25
9.8,4.7,sunny,peak,13.24,1,9,high,suburban,60
11.62,4.6,sunny,peak,25.49,0,24,high,suburban,56
5.35,4.8,rainy,off-peak,23.42,7,21,medium,urban,53
1.6,4.5,sunny,off-peak,18.69,13,15,medium,suburban,43
12.38,4.1,sunny,off-peak,19.06,8,31,high,urban,87
2.56,3.6,rainy,off-peak,38.49,6,27,medium,suburban,48
5.88,3.2,rainy,off-peak,14.61,10,35,low,urban,80
10.76,2.5,sunny,peak,25.41,0,11,high,urban,41
12.35,4.6,sunny,off-peak,32.49,5,15,high,urban,50
13.0,3.6,sunny,peak,35.81,14,38,low,suburban,82
8.19,4.7,sunny,peak,23.79,9,29,high,urban,68
7.4,3.3,sunny,peak,35.24,16,11,medium,urban,51
12.8,3.3,sunny,off-peak,35.05,9,19,medium,urban,57
8.66,2.6,rainy,off-peak,12.4,14,13,medium,urban,84
8.89,3.7,sunny,peak,35.81,10,10,medium,urban,43
6.79,3.7,sunny,peak,28.69,3,6,high,urban,30
5.91,4.1,cloudy,peak,28.88,16,34,medium,suburban,75
7.47,4.4,rainy,peak,31.5,7,27,medium,rural,60
5.79,3.4,cloudy,peak,26.36,9,23,low,urban,53
5.48,4.8,sunny,peak,31.88,15,23,low,urban,57
14.91,3.6,sunny,off-peak,38.48,3,22,low,suburban,51
5.38,3.9,sunny,off-peak,11.27,18,5,low,rural,62
4.22,4.0,sunny,peak,36.23,5,26,low,suburban,41
5.63,4.7,sunny,peak,16.18,9,28,medium,rural,65
9.07,4.2,sunny,peak,29.61,10,18,low,urban,52
13.71,3.4,sunny,off-peak,38.77,19,26,high,urban,81
11.92,4.3,rainy,peak,19.05,13,33,high,rural,100
12.71,4.7,sunny,off-peak,18.25,17,17,low,urban,85
12.96,4.6,sunny,peak,31.94,13,8,medium,urban,55
13.85,2.6,sunny,peak,30.89,0,18,medium,suburban,48
3.91,2.7,rainy,peak,10.21,11,37,medium,urban,84
7.15,4.2,rainy,peak,20.83,13,34,medium,urban,82
6.09,5.0,sunny,off-peak,16.59,14,15,medium,urban,61
6.04,4.0,rainy,off-peak,15.96,8,27,low,suburban,68
9.96,3.6,sunny,off-peak,28.0,3,5,low,urban,32
6.33,4.0,sunny,peak,39.32,9,34,low,suburban,58
9.44,3.6,sunny,peak,21.4,13,28,medium,urban,77
6.04,3.0,rainy,off-peak,16.18,12,8,medium,urban,56
5.01,3.2,cloudy,off-peak,11.44,10,28,low,urban,72
5.62,3.2,sunny,off-peak,30.56,3,17,medium,urban,36
12.15,4.0,cloudy,peak,14.35,13,26,low,rural,99
9.22,4.6,sunny,peak,39.81,16,17,medium,rural,58
14.62,2.6,rainy,off-peak,39.79,13,27,high,urban,79
12.57,3.8,sunny,off-peak,38.17,14,33,low,suburban,75
7.54,3.8,rainy,peak,16.64,4,12,medium,suburban,53
4.01,4.9,sunny,peak,10.69,9,27,low,urban,64
10.27,4.5,rainy,off-peak,34.05,13,28,low,suburban,72
11.04,3.5,rainy,off-peak,10.76,3,9,high,suburban,85
7.23,4.0,cloudy,off-peak,32.5,17,38,medium,suburban,82
3.83,4.1,sunny,off-peak,22.96,17,13,high,urban,54
8.58,4.2,sunny,off-peak,13.74,9,6,medium,suburban,60
4.18,4.8,rainy,off-peak,17.41,12,7,medium,urban,47
14.13,4.0,cloudy,peak,34.6,19,11,low,rural,67
9.62,3.0,sunny,off-peak,39.23,7,38,high,urban,68
4.73,4.1,sunny,off-peak,28.07,9,38,medium,suburban,65
3.63,3.1,sunny,peak,36.13,7,13,medium,suburban,33
10.89,2.8,cloudy,off-peak,35.03,15,9,medium,urban,55
10.76,4.0,cloudy,off-peak,28.22,16,27,low,suburban,77
9.16,3.2,sunny,off-peak,24.79,14,17,high,urban,65
9.41,4.1,cloudy,peak,23.75,19,30,low,suburban,85
9.26,4.6,cloudy,off-peak,10.71,7,9,medium,rural,76
5.72,2.9,sunny,off-peak,15.2,19,11,low,suburban,63
14.09,2.6,cloudy,off-peak,34.92,13,28,medium,urban,77
7.45,2.7,rainy,off-peak,21.05,16,32,medium,urban,85
0.79,4.9,cloudy,peak,25.05,18,29,medium,urban,63
5.55,2.7,cloudy,off-peak,18.94,11,14,medium,urban,53
2.39,4.8,rainy,off-peak,10.54,2,23,medium,suburban,48
5.77,4.9,sunny,off-peak,38.64,9,33,medium,urban,58
9.32,2.7,sunny,peak,17.88,2,15,medium,urban,52
0.83,3.8,rainy,peak,31.33,11,17,low,rural,41
13.12,4.2,rainy,off-peak,13.7,16,25,low,suburban,112
9.35,2.6,rainy,off-peak,30.22,6,20,low,urban,54
4.78,3.8,sunny,off-peak,27.66,4,35,high,urban,56
5.01,3.6,sunny,peak,23.13,7,7,low,urban,31
7.25,3.8,rainy,peak,17.69,19,13,low,suburban,72
4.1,3.9,cloudy,off-peak,15.3,3,5,low,urban,29
0.56,4.3,sunny,peak,10.85,6,14,medium,suburban,29
0.89,2.8,sunny,off-peak,27.92,9,9,high,urban,29
5.69,5.0,rainy,off-peak,17.88,19,21,medium,urban,77
2.3,3.2,rainy,peak,21.03,2,35,low,urban,51
0.82,4.9,rainy,peak,32.69,11,24,low,urban,48
12.96,4.2,sunny,peak,31.56,5,6,medium,urban,41
4.47,4.2,sunny,off-peak,25.33,10,17,medium,urban,46
7.8,4.8,sunny,peak,13.84,10,11,low,urban,61
3.1,4.7,sunny,off-peak,35.81,18,35,medium,urban,70
1.18,3.1,sunny,off-peak,35.08,0,18,low,urban,21
11.3,4.2,sunny,peak,19.5,8,20,high,urban,72
2.31,3.8,sunny,peak,37.27,7,29,medium,suburban,46
0.87,3.7,sunny,peak,36.16,16,13,medium,urban,41
9.01,2.5,sunny,peak,20.19,2,9,low,suburban,40
0.7,3.8,rainy,peak,38.43,0,21,high,rural,32
6.83,2.7,sunny,peak,32.19,5,13,low,rural,34
4.69,3.2,sunny,off-peak,30.23,19,21,medium,suburban,62
5.13,2.5,sunny,off-peak,36.93,4,8,medium,suburban,25
0.56,3.5,sunny,off-peak,26.1,4,32,medium,suburban,42
14.48,4.8,sunny,peak,24.98,0,5,low,urban,41
8.0,4.5,cloudy,peak,15.83,9,13,low,suburban,60
8.8,2.6,sunny,off-peak,26.41,11,37,low,suburban,74
10.16,4.3,sunny,off-peak,21.68,2,34,high,suburban,70
12.06,4.3,sunny,off-peak,36.52,14,5,medium,suburban,49
9.31,4.4,sunny,off-peak,23.2,17,18,low,suburban,69
11.55,4.1,rainy,peak,29.94,17,15,medium,urban,72
7.01,2.7,rainy,peak,37.76,11,15,medium,rural,51
5.88,4.1,sunny,off-peak,22.89,0,34,medium,suburban,52
12.44,3.0,sunny,peak,26.25,15,24,high,urban,80
13.05,4.0,sunny,peak,27.1,1,17,medium,urban,50
2.5,4.2,cloudy,peak,38.42,10,35,low,urban,57
8.37,2.8,cloudy,peak,37.08,14,6,medium,urban,46
10.41,3.7,rainy,off-peak,34.79,16,23,low,urban,71
1.71,3.1,cloudy,peak,39.08,2,32,medium,urban,43
13.98,4.5,cloudy,peak,35.74,13,19,high,urban,69
8.04,4.8,cloudy,peak,33.42,13,12,medium,urban,51
9.86,3.8,sunny,off-peak,10.05,19,28,medium,suburban,118
3.08,3.9,rainy,peak,26.58,18,34,low,suburban,74
4.33,2.7,cloudy,off-peak,15.38,17,38,low,urban,83
2.25,3.5,cloudy,off-peak,21.56,17,34,medium,urban,71
4.33,2.9,cloudy,peak,39.56,19,23,low,urban,61
7.64,4.3,rainy,off-peak,26.41,16,28,high,urban,79
12.59,4.9,sunny,off-peak,11.6,0,26,medium,urban,94
8.24,4.5,cloudy,off-peak,11.44,17,10,high,suburban,86
4.04,3.5,sunny,off-peak,17.26,17,35,medium,urban,78
1.15,4.2,cloudy,peak,21.25,4,29,high,rural,45
9.52,5.0,rainy,off-peak,22.06,15,36,low,urban,90
6.59,2.6,sunny,off-peak,22.81,7,23,low,urban,52
14.77,3.2,cloudy,off-peak,29.72,16,19,medium,suburban,78
11.81,2.7,sunny,off-peak,17.96,16,29,medium,urban,95
12.22,4.1,sunny,peak,37.33,13,10,medium,suburban,52
0.68,4.6,cloudy,off-peak,25.86,1,12,low,urban,18
11.78,3.4,rainy,peak,29.1,0,5,medium,urban,37
3.32,3.5,sunny,off-peak,21.17,0,17,medium,suburban,29
8.99,3.2,rainy,peak,11.72,9,38,high,suburban,108
6.99,3.9,sunny,off-peak,23.41,2,11,low,suburban,33
8.79,2.8,sunny,off-peak,34.42,2,6,medium,urban,27
2.43,3.0,sunny,off-peak,20.05,10,19,medium,suburban,44
7.12,2.7,sunny,peak,15.39,1,29,high,suburban,63
1.04,2.9,rainy,peak,33.91,17,7,high,urban,44
1.09,4.6,rainy,peak,34.27,8,26,low,suburban,46
10.04,3.0,sunny,peak,29.05,10,27,low,urban,64
14.3,3.7,sunny,peak,14.46,4,39,medium,suburban,107
11.77,4.2,sunny,peak,32.44,2,29,low,suburban,55
7.3,3.0,cloudy,peak,35.11,18,10,medium,suburban,54
1.31,3.6,cloudy,peak,35.2,0,11,medium,suburban,18
1.15,3.0,rainy,off-peak,35.19,8,36,low,suburban,56
2.79,4.8,rainy,off-peak,17.64,19,39,high,rural,87
14.65,2.6,sunny,peak,27.49,11,20,low,urban,69
6.28,4.0,rainy,off-peak,13.66,17,5,low,urban,64
12.73,4.7,rainy,peak,37.07,11,16,high,urban,63
10.72,4.5,cloudy,peak,31.31,8,13,high,suburban,53
9.28,3.1,sunny,off-peak,37.8,16,8,high,urban,52
14.24,3.8,sunny,off-peak,24.25,8,9,low,suburban,57
3.84,2.7,rainy,peak,14.66,12,38,high,urban,82
7.1,3.2,sunny,off-peak,20.26,1,24,low,urban,48
13.04,3.5,sunny,off-peak,31.9,9,11,medium,urban,52
8.5,2.7,sunny,peak,29.2,5,33,medium,urban,61
4.07,2.9,sunny,off-peak,32.34,8,9,medium,urban,32
3.53,4.6,rainy,off-peak,20.79,19,11,medium,urban,58
11.42,3.7,sunny,off-peak,33.71,0,8,medium,urban,31
0.69,4.9,sunny,off-peak,27.74,7,22,low,urban,35
13.76,2.9,rainy,off-peak,32.74,3,32,medium,urban,70
0.77,4.2,sunny,off-peak,18.41,2,28,high,urban,39
9.65,4.4,sunny,peak,39.09,9,13,medium,suburban,44
9.27,4.4,sunny,peak,32.58,6,33,high,urban,64
8.89,4.4,sunny,off-peak,18.19,9,18,high,urban,66
7.38,2.9,sunny,off-peak,17.0,16,33,medium,urban,86
12.86,3.6,cloudy,peak,31.17,19,22,high,urban,82
10.06,4.7,sunny,peak,25.27,19,13,medium,urban,68
11.84,3.9,sunny,peak,21.57,10,20,medium,suburban,71
2.18,3.4,cloudy,peak,38.05,16,32,low,urban,62
1.22,2.5,sunny,peak,25.7,7,33,medium,rural,49
0.91,4.0,rainy,off-peak,20.03,11,14,high,urban,43
2.63,4.7,sunny,peak,34.82,14,24,low,urban,51
10.17,3.0,sunny,peak,33.1,11,38,high,urban,78
7.66,5.0,sunny,peak,33.93,6,16,medium,urban,42
11.41,3.0,cloudy,peak,28.15,14,17,high,urban,69
3.28,3.9,sunny,peak,34.11,0,16,high,urban,27
5.82,3.7,cloudy,peak,12.28,4,22,high,urban,63
13.38,4.4,sunny,off-peak,33.4,16,9,medium,urban,60
14.07,3.7,rainy,off-peak,10.92,16,24,low,rural,131
13.87,3.3,rainy,peak,19.2,18,28,medium,suburban,106
12.37,4.9,sunny,peak,25.91,1,35,high,urban,70
10.48,3.9,sunny,off-peak,16.02,17,17,medium,urban,85
13.75,2.6,rainy,peak,33.33,12,13,medium,rural,64
10.86,3.6,sunny,peak,30.03,9,15,medium,urban,53
14.33,3.8,rainy,off-peak,22.22,9,31,high,urban,93
0.86,2.6,sunny,peak,37.46,12,7,high,urban,31
13.86,4.2,cloudy,peak,13.92,18,36,high,suburban,130
8.56,3.7,sunny,peak,13.29,5,24,high,urban,75
2.12,2.8,sunny,peak,29.26,3,36,low,urban,46
3.62,3.3,sunny,peak,11.79,18,20,medium,urban,68
12.86,3.8,rainy,off-peak,20.22,10,28,medium,urban,89
7.84,4.7,sunny,off-peak,13.95,7,9,medium,urban,56
14.75,3.7,sunny,off-peak,13.83,2,26,medium,urban,96
2.2,4.8,sunny,off-peak,24.0,17,5,low,urban,37
6.48,4.4,sunny,peak,26.92,3,35,high,urban,59
5.31,4.1,rainy,off-peak,11.41,7,35,low,suburban,79
7.98,4.1,sunny,peak,14.67,16,36,medium,suburban,96
9.68,4.3,cloudy,peak,18.92,13,31,low,suburban,84
10.09,3.6,cloudy,off-peak,37.99,6,24,medium,suburban,54
0.52,3.6,cloudy,peak,22.8,9,20,medium,urban,40
1.79,3.0,sunny,off-peak,23.44,7,13,low,urban,29
1.01,3.9,cloudy,off-peak,29.59,0,18,high,urban,27
13.04,4.2,sunny,off-peak,21.91,15,36,low,suburban,95
5.04,3.2,cloudy,peak,23.82,6,27,medium,urban,54
5.82,3.1,rainy,off-peak,10.67,3,36,medium,urban,81
7.03,3.0,rainy,off-peak,16.77,10,16,low,urban,62
12.81,2.7,sunny,off-peak,10.93,2,16,high,urban,94
0.71,4.8,cloudy,off-peak,35.07,13,15,medium,urban,41
2.22,4.8,rainy,peak,18.1,14,36,medium,urban,72
10.43,2.9,sunny,peak,18.4,12,30,high,rural,87
14.48,4.5,sunny,off-peak,14.79,14,32,low,urban,113
9.82,3.5,cloudy,peak,31.49,0,16,high,suburban,42
4.29,3.9,cloudy,off-peak,29.22,15,6,high,urban,44
8.04,3.9,sunny,peak,22.37,13,19,high,urban,65
14.64,4.2,sunny,peak,12.98,1,26,high,urban,100
8.16,4.0,sunny,peak,15.4,17,14,high,urban,76
5.92,3.1,sunny,peak,18.11,19,8,high,suburban,61
6.06,3.4,cloudy,peak,37.54,10,16,medium,urban,46
14.52,3.4,sunny,off-peak,30.19,7,29,medium,urban,71
10.92,4.8,sunny,peak,27.72,4,24,low,suburban,55
10.46,2.6,cloudy,peak,22.38,14,30,high,urban,86
3.86,4.5,rainy,peak,25.41,9,10,medium,urban,41
8.61,3.6,sunny,off-peak,26.36,9,14,medium,urban,50
5.67,4.3,rainy,off-peak,24.54,6,34,medium,suburban,65
3.98,3.3,sunny,peak,23.12,5,35,high,urban,58
13.49,2.7,cloudy,peak,21.41,11,31,medium,suburban,90
6.06,4.5,sunny,peak,32.17,0,21,medium,urban,35
4.6,2.8,cloudy,peak,36.43,0,38,medium,urban,51
14.01,4.5,rainy,peak,13.83,9,37,medium,urban,119
3.36,3.8,sunny,peak,22.27,11,34,low,urban,61
11.31,4.2,sunny,off-peak,27.17,8,23,low,suburban,61
9.96,3.2,sunny,off-peak,16.18,5,32,medium,urban,79
13.85,4.2,sunny,peak,30.45,13,22,low,urban,70
12.56,4.7,rainy,off-peak,13.02,15,16,high,suburban,106
10.73,3.0,rainy,peak,17.38,7,22,low,urban,76
5.06,4.5,cloudy,peak,11.28,15,33,medium,urban,87
7.69,3.9,sunny,off-peak,30.92,18,38,low,urban,81
14.2,3.0,sunny,peak,37.82,1,33,medium,urban,60
0.84,4.6,sunny,peak,36.86,1,17,medium,urban,23
12.02,3.1,sunny,off-peak,10.13,16,39,low,urban,135
4.15,4.7,cloudy,off-peak,18.93,5,14,medium,urban,40
3.18,3.4,cloudy,off-peak,16.55,14,23,medium,rural,61
3.87,4.3,sunny,peak,15.39,16,26,medium,urban,68
1.37,4.3,sunny,off-peak,13.63,9,39,medium,rural,62
14.88,3.7,sunny,off-peak,18.6,10,33,medium,suburban,99
13.11,4.6,sunny,peak,11.5,19,26,medium,suburban,126
8.06,3.4,cloudy,off-peak,22.95,18,26,medium,urban,79
10.87,4.6,sunny,off-peak,20.43,6,34,medium,urban,78
8.57,3.9,sunny,off-peak,14.05,4,28,medium,urban,74
12.27,2.6,sunny,off-peak,32.91,2,26,high,urban,56
12.75,3.6,sunny,peak,38.27,5,17,medium,suburban,47
3.88,4.5,sunny,peak,13.01,7,12,medium,urban,43
7.17,3.2,cloudy,peak,36.28,12,10,high,urban,47
9.71,4.3,sunny,off-peak,23.53,13,36,high,suburban,85
14.69,3.6,sunny,off-peak,23.58,19,26,low,suburban,93
10.4,3.3,rainy,off-peak,38.76,19,35,medium,suburban,88
13.52,4.7,sunny,peak,14.31,13,9,medium,urban,88
12.77,3.7,sunny,off-peak,11.67,5,37,medium,suburban,113
8.94,4.4,cloudy,off-peak,28.84,9,13,low,urban,48
13.46,3.7,sunny,peak,22.05,3,30,medium,urban,74
5.97,3.3,sunny,off-peak,27.55,15,29,medium,urban,68
6.0,4.8,rainy,off-peak,15.72,10,33,low,suburban,77
11.82,2.8,rainy,peak,29.92,8,28,medium,urban,72
2.45,4.0,cloudy,off-peak,31.3,12,6,low,suburban,32
4.93,3.0,sunny,off-peak,25.06,5,20,low,urban,40
9.32,2.8,sunny,peak,10.61,7,30,medium,suburban,96
6.59,2.7,sunny,off-peak,17.62,13,27,medium,urban,72
14.14,4.4,sunny,off-peak,34.69,16,21,low,urban,70
